"age","job_admin.","job_blue.collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self.employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","education_primary","education_secondary","education_tertiary","education_unknown","default","balance","housing","loan","contact_cellular","contact_telephone","contact_unknown","day","month","duration","campaign","IFP","previous","poutcome_failure","poutcome_other","poutcome_success","PDAYS_1","PDAYS_2","PDAYS_3","PDAYS_4","y"
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,750,2,1,0,0,1,27,5,265,2,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,725,2,2,0,0,1,27,5,87,3,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1725,2,1,0,0,1,27,5,452,2,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,180,2,2,0,0,1,27,5,62,2,0,0,0,0,0,0,0,0,0,"no"
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-190,2,1,0,0,1,27,5,348,2,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-96,2,1,0,0,1,27,5,153,2,0,0,0,0,0,0,0,0,0,"no"
30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,554,2,1,0,0,1,27,5,89,5,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,-295,2,2,0,0,1,27,5,132,3,0,0,0,0,0,0,0,0,0,"no"
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,913,2,1,0,0,1,27,5,580,2,0,0,0,0,0,0,0,0,0,"no"
29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3037,2,1,0,0,1,27,5,34,3,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,9713,2,1,0,0,1,27,5,72,3,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1410,2,1,0,0,1,27,5,175,5,0,0,0,0,0,0,0,0,0,"no"
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,428,2,2,0,0,1,27,5,99,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,542,2,2,0,0,1,27,5,591,5,0,0,0,0,0,0,0,0,0,"no"
24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-254,2,2,0,0,1,27,5,290,2,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1653,2,2,0,0,1,27,5,336,10,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-27,2,1,0,0,1,27,5,29,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,712,2,1,0,0,1,27,5,266,4,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3723,2,1,0,0,1,27,5,47,5,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,-684,2,1,0,0,1,27,5,298,3,0,0,0,0,0,0,0,0,0,"no"
26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,557,2,2,0,0,1,27,5,282,2,0,0,0,0,0,0,0,0,0,"no"
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,795,2,1,0,0,1,27,5,209,2,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-78,2,1,0,0,1,27,5,67,4,0,0,0,0,0,0,0,0,0,"no"
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,902,2,1,0,0,1,27,5,106,2,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2344,2,1,0,0,1,27,5,111,2,0,0,0,0,0,0,0,0,0,"no"
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,844,2,1,0,0,1,27,5,157,2,0,0,0,0,0,0,0,0,0,"no"
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,27,5,197,2,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,544,2,1,0,0,1,27,5,257,2,0,0,0,0,0,0,0,0,0,"no"
24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,111,2,2,0,0,1,27,5,42,4,0,0,0,0,0,0,0,0,0,"no"
49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-1547,2,2,0,0,1,27,5,492,3,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-349,2,1,0,0,1,27,5,319,5,0,0,0,0,0,0,0,0,0,"no"
26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,261,2,1,0,0,1,27,5,371,2,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1379,2,1,0,0,1,27,5,383,3,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-342,2,1,0,0,1,27,5,110,2,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,1,27,5,88,2,0,0,0,0,0,0,0,0,0,"no"
25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,2,2,0,0,1,27,5,3,4,0,0,0,0,0,0,0,0,0,"no"
47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,362,2,1,0,0,1,27,5,97,5,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,427,2,2,0,0,1,27,5,335,3,0,0,0,0,0,0,0,0,0,"no"
20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,556,2,1,0,0,1,27,5,15,10,0,0,0,0,0,0,0,0,0,"no"
28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,318,2,1,0,0,1,27,5,4,4,0,0,0,0,0,0,0,0,0,"no"
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-105,2,1,0,0,1,27,5,5,3,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-538,1,2,0,0,1,27,5,284,1,0,0,0,0,0,0,0,0,0,"no"
26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2784,2,1,0,0,1,27,5,264,1,0,0,0,0,0,0,0,0,0,"no"
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,920,2,2,0,0,1,27,5,239,1,0,0,0,0,0,0,0,0,0,"no"
48,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,627,2,1,0,0,1,27,5,21,5,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,244,2,1,0,0,1,27,5,15,13,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,2,0,0,1,27,5,350,3,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,-34,2,1,0,0,1,27,5,201,5,0,0,0,0,0,0,0,0,0,"no"
43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,2,1,0,0,1,27,5,112,4,0,0,0,0,0,0,0,0,0,"no"
25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,174,1,2,0,0,1,27,5,350,4,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,36,2,1,0,0,1,27,5,240,3,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-208,2,1,0,0,1,27,5,127,2,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1412,2,2,0,0,1,27,5,157,2,0,0,0,0,0,0,0,0,0,"no"
26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,75,2,1,0,0,1,27,5,337,2,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2593,1,1,0,0,1,27,5,662,7,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-259,2,1,0,0,1,27,5,124,2,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,27,5,165,2,0,0,0,0,0,0,0,0,0,"no"
44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1432,2,2,0,0,1,27,5,63,9,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,906,2,1,0,0,1,27,5,101,3,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,169,2,1,0,0,1,27,5,133,2,0,0,0,0,0,0,0,0,0,"no"
47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-245,2,1,0,0,1,27,5,145,5,0,0,0,0,0,0,0,0,0,"no"
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,914,2,1,0,0,1,27,5,374,9,0,0,0,0,0,0,0,0,0,"no"
49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,15,2,1,0,0,1,27,5,550,7,0,0,0,0,0,0,0,0,0,"no"
28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,10865,2,1,0,0,1,27,5,350,3,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-932,1,1,0,0,1,27,5,349,3,0,0,0,0,0,0,0,0,0,"no"
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,77,2,1,0,0,1,27,5,371,2,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1183,2,1,0,0,1,27,5,676,6,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,27,5,205,8,0,0,0,0,0,0,0,0,0,"no"
28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,100,2,2,0,0,1,27,5,132,2,0,0,0,0,0,0,0,0,0,"no"
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,349,2,1,0,0,1,27,5,165,3,0,0,0,0,0,0,0,0,0,"no"
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,424,2,1,0,0,1,27,5,177,2,0,0,0,0,0,0,0,0,0,"no"
47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-1148,2,2,0,0,1,27,5,62,2,0,0,0,0,0,0,0,0,0,"no"
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-297,2,1,0,0,1,27,5,398,3,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,-476,2,1,0,0,1,27,5,92,4,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1657,2,1,0,0,1,27,5,342,4,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,231,2,1,0,0,1,27,5,198,2,0,0,0,0,0,0,0,0,0,"no"
24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2278,2,1,0,0,1,27,5,77,4,0,0,0,0,0,0,0,0,0,"no"
29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2597,2,1,0,0,1,27,5,112,3,0,0,0,0,0,0,0,0,0,"no"
42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3620,2,1,0,0,1,27,5,22,16,0,0,0,0,0,0,0,0,0,"no"
57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,318,2,1,0,0,1,27,5,206,2,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1598,2,2,0,0,1,27,5,87,3,0,0,0,0,0,0,0,0,0,"no"
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2615,2,1,0,0,1,27,5,143,8,0,0,0,0,0,0,0,0,0,"no"
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-127,2,1,0,0,1,27,5,102,3,0,0,0,0,0,0,0,0,0,"no"
26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2005,2,1,0,0,1,27,5,224,3,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3809,2,1,0,0,1,27,5,50,5,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,122,1,1,0,0,1,27,5,73,5,0,0,0,0,0,0,0,0,0,"no"
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-701,2,1,0,0,1,27,5,42,3,0,0,0,0,0,0,0,0,0,"no"
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5172,2,1,0,0,1,27,5,144,7,0,0,0,0,0,0,0,0,0,"no"
32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,106,2,1,0,0,1,27,5,1224,8,0,0,0,0,0,0,0,0,0,"no"
55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10065,1,1,0,0,1,27,5,50,3,0,0,0,0,0,0,0,0,0,"no"
38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,199,2,1,0,0,1,27,5,268,4,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,260,2,1,0,0,1,27,5,132,8,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,-274,1,2,0,0,1,27,5,108,3,0,0,0,0,0,0,0,0,0,"no"
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-247,2,1,0,0,1,27,5,265,4,0,0,0,0,0,0,0,0,0,"no"
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-154,2,2,0,0,1,27,5,107,2,0,0,0,0,0,0,0,0,0,"no"
28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4513,2,1,0,0,1,27,5,167,3,0,0,0,0,0,0,0,0,0,"no"
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8326,2,1,0,0,1,27,5,20,4,0,0,0,0,0,0,0,0,0,"no"
44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-435,2,1,0,0,1,27,5,141,2,0,0,0,0,0,0,0,0,0,"no"
27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,27,5,346,3,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1072,2,1,0,0,1,27,5,1168,2,0,0,0,0,0,0,0,0,0,"no"
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,28,5,17,13,0,0,0,0,0,0,0,0,0,"no"
38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2849,2,1,0,0,1,28,5,166,3,0,0,0,0,0,0,0,0,0,"no"
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,100,2,2,0,0,1,28,5,74,3,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,-71,2,1,0,0,1,28,5,78,2,0,0,0,0,0,0,0,0,0,"no"
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,206,2,2,0,0,1,28,5,153,3,0,0,0,0,0,0,0,0,0,"no"
52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-732,2,2,0,0,1,28,5,61,2,0,0,0,0,0,0,0,0,0,"no"
40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,877,2,1,0,0,1,28,5,318,6,0,0,0,0,0,0,0,0,0,"no"
56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,292,2,1,0,0,1,28,5,228,9,0,0,0,0,0,0,0,0,0,"no"
53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,392,2,1,0,0,1,28,5,59,1,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,139,1,2,0,0,1,28,5,189,7,0,0,0,0,0,0,0,0,0,"no"
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-218,2,1,0,0,1,28,5,121,1,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,350,2,1,0,0,1,28,5,110,2,0,0,0,0,0,0,0,0,0,"no"
25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,657,2,2,0,0,1,28,5,397,1,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,-770,2,1,0,0,1,28,5,87,1,0,0,0,0,0,0,0,0,0,"no"
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-54,2,1,0,0,1,28,5,372,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,175,2,1,0,0,1,28,5,223,1,0,0,0,0,0,0,0,0,0,"no"
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,0,1,28,5,117,6,0,0,0,0,0,0,0,0,0,"no"
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,0,0,1,28,5,219,3,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,326,2,1,0,0,1,28,5,64,1,0,0,0,0,0,0,0,0,0,"no"
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1123,1,2,0,0,1,28,5,138,1,0,0,0,0,0,0,0,0,0,"no"
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4681,2,1,0,0,1,28,5,507,2,0,0,0,0,0,0,0,0,0,"no"
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,115,2,2,0,0,1,28,5,91,3,0,0,0,0,0,0,0,0,0,"no"
49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,181,2,1,0,0,1,28,5,230,8,0,0,0,0,0,0,0,0,0,"no"
53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-473,2,1,0,0,1,28,5,249,2,0,0,0,0,0,0,0,0,0,"no"
53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,49,1,1,0,0,1,28,5,152,1,0,0,0,0,0,0,0,0,0,"no"
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-303,2,1,0,0,1,28,5,126,2,0,0,0,0,0,0,0,0,0,"no"
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1615,2,1,0,0,1,28,5,551,1,0,0,0,0,0,0,0,0,0,"no"
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1066,2,1,0,0,1,28,5,83,4,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1973,2,1,0,0,1,28,5,151,8,0,0,0,0,0,0,0,0,0,"no"
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-175,2,2,0,0,1,28,5,215,2,0,0,0,0,0,0,0,0,0,"no"
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1964,1,2,0,0,1,28,5,332,1,0,0,0,0,0,0,0,0,0,"no"
48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,61,2,1,0,0,1,28,5,198,1,0,0,0,0,0,0,0,0,0,"no"
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,314,1,1,0,0,1,28,5,938,2,0,0,0,0,0,0,0,0,0,"yes"
40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,5766,2,2,0,0,1,28,5,385,1,0,0,0,0,0,0,0,0,0,"no"
36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-59,2,1,0,0,1,28,5,193,1,0,0,0,0,0,0,0,0,0,"no"
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,449,2,2,0,0,1,28,5,195,4,0,0,0,0,0,0,0,0,0,"no"
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,82,1,1,0,0,1,28,5,254,1,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,311,2,2,0,0,1,28,5,198,3,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,719,2,1,0,0,1,28,5,79,6,0,0,0,0,0,0,0,0,0,"no"
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,35,2,1,0,0,1,28,5,130,2,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2570,1,1,0,0,1,28,5,190,3,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1427,2,1,0,0,1,28,5,454,1,0,0,0,0,0,0,0,0,0,"no"
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5222,2,1,0,0,1,28,5,102,1,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2751,2,1,0,0,1,28,5,185,1,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,28,5,231,2,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3002,2,1,0,0,1,28,5,176,2,0,0,0,0,0,0,0,0,0,"no"
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,598,2,1,0,0,1,28,5,189,1,0,0,0,0,0,0,0,0,0,"no"
30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,363,2,1,0,0,1,28,5,132,1,0,0,0,0,0,0,0,0,0,"no"
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18,2,2,0,0,1,28,5,103,4,0,0,0,0,0,0,0,0,0,"no"
42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-262,1,1,0,0,1,28,5,114,3,0,0,0,0,0,0,0,0,0,"no"
59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,68,2,1,0,0,1,28,5,176,2,0,0,0,0,0,0,0,0,0,"no"
25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,43,2,2,0,0,1,28,5,738,1,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1227,2,2,0,0,1,28,5,283,3,0,0,0,0,0,0,0,0,0,"no"
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,16232,1,1,0,0,1,28,5,39,4,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-230,2,2,0,0,1,28,5,224,2,0,0,0,0,0,0,0,0,0,"no"
26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,265,2,1,0,0,1,28,5,593,1,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-255,2,2,0,0,1,28,5,128,2,0,0,0,0,0,0,0,0,0,"no"
28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9779,2,2,0,0,1,28,5,480,2,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-345,2,1,0,0,1,28,5,177,2,0,0,0,0,0,0,0,0,0,"no"
57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-752,2,1,0,0,1,28,5,102,1,0,0,0,0,0,0,0,0,0,"no"
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6840,2,1,0,0,1,28,5,1560,2,0,0,0,0,0,0,0,0,0,"yes"
34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3004,1,1,0,0,1,28,5,49,3,0,0,0,0,0,0,0,0,0,"no"
